Molecule ChEMBL ID,Smiles,Standard Value,pIC50,Mol,MolWt,LogP,HDonors,HAcceptors
CHEMBL1651493,Cc1cccc(Cn2ccnc2)c1,12.0,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6180>,172.23100000000002,2.23982,0,1
CHEMBL3752102,CCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,1.4,8.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B61F0>,342.5230000000001,5.503700000000006,0,2
CHEMBL3752276,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CN3)[C@@H]1CCC2=O,3.4,8.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6260>,313.4410000000001,3.039300000000001,1,3
CHEMBL3752031,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(S[C@@H]4CC5=CC(=O)CC[C@]5(C)[C@H]5CC[C@]6(C)C(=O)CC[C@H]6[C@H]45)cc3)cccc12,24.1,7.617982957425132,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B62D0>,642.8870000000003,7.8782000000000085,1,6
CHEMBL3753778,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3100.0,5.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6340>,427.5890000000003,3.9403000000000037,2,5
CHEMBL209073,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,260.0,6.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B63B0>,286.415,3.655200000000003,1,2
CHEMBL3753997,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(F)F)[C@@H]1CCC2=O,0.023,10.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6420>,322.3950000000001,4.332600000000004,0,2
CHEMBL3753104,C[C@]12CC=C3[C@@H](CCC4=CC(=O)CC[C@@]43CCSCF)[C@@H]1CCC2=O,50.0,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6490>,362.5100000000001,5.037900000000005,0,3
CHEMBL3751993,CC1(C)CC[C@H]2[C@@H](CCC3=CC(=O)C=C[C@@]32C)C1C(=O)O,6.6,8.18045606445813,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6500>,288.387,3.605000000000002,1,2
CHEMBL5266995,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CC[C@H]6CC(=O)CC[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,4159.11,5.3809995932774655,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6570>,496.6950000000003,7.450400000000008,0,4
CHEMBL5268211,CCC[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1458.81,5.836001268301817,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B65E0>,328.4960000000001,5.113600000000005,0,2
CHEMBL5280054,CCCCCCCC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,605.34,6.218000627582058,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6650>,382.58800000000025,6.594100000000008,0,2
CHEMBL3751945,CO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,11803.21,4.927999865939462,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B66C0>,316.4410000000001,3.7123000000000026,0,3
CHEMBL5268776,C[C@]12CCC(=O)C(SCCl)=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,859.01,6.066001780383496,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6730>,364.93800000000016,5.264700000000005,0,3
CHEMBL5286458,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccno5)cc4CC[C@H]3[C@@H]1CCC2=O,243781.08,3.613000003272382,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B67A0>,365.4290000000002,4.319000000000003,0,5
CHEMBL3623221,C[C@]12CC[C@@H]3c4ccc(O)c(NC(=O)c5ccncc5)c4CC[C@H]3[C@@H]1CCC2=O,28575.91,4.54399993060247,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6810>,390.48300000000023,4.464700000000003,2,4
CHEMBL5273492,CCC#CCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,1425.0,5.846185135655471,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6880>,344.414,3.954600000000003,0,3
CHEMBL5278229,COc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,237.8,6.623788149717327,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B68F0>,292.338,3.171000000000002,0,3
CHEMBL4167430,N#Cc1ccc(C(c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,5500.0,5.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6960>,782.775,8.049880000000007,4,5
CHEMBL4169784,O=S(=O)(NCCc1c(C(c2ccccc2O)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1,4200.0,5.376750709602099,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B69D0>,773.7640000000001,7.883800000000007,5,5
CHEMBL3315157,CC1=C(O)C(=O)C[C@]2(C)[C@H]3CCc4cocc4[C@]3(CO)CCC12O,34400.0,4.46344155742847,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6A40>,332.39600000000013,2.4081000000000006,3,5
CHEMBL3326517,CCOC(=O)c1nnn(Cc2cccc(Br)c2)c1-c1ccc(Br)cc1,21.88,7.659952682338607,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6AB0>,465.1450000000001,4.695100000000003,0,4
CHEMBL62811,O=C1CCc2cc(-c3cccnc3)ccc2N1,31.0,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6B20>,224.26300000000003,2.6333,1,2
CHEMBL1957209,COc1cccc(-c2nc(-c3cccnc3)ns2)c1,14900.0,4.826813731587726,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6B90>,269.329,3.2757000000000014,0,5
CHEMBL1957210,Fc1ccc(-c2nc(-c3cccnc3)cs2)cc1,17580.0,4.754981129262247,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6C00>,256.30500000000006,4.011200000000001,0,3
CHEMBL1957215,Oc1ccc(-c2nc(-c3cccnc3)cs2)cc1,11210.0,4.9503943874050265,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6C70>,254.31400000000005,3.577700000000002,1,4
CHEMBL1957220,Brc1ccc(-c2csc(-c3cccnc3)n2)cn1,7410.0,5.130181792020672,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6CE0>,318.199,4.029600000000002,0,4
CHEMBL1957214,c1cncc(-c2csc(-c3ccncc3)n2)c1,0.06,10.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6D50>,239.30300000000003,3.267100000000003,0,4
CHEMBL1957221,COc1ccc(-c2csc(-c3ccncc3)n2)cn1,82.54,7.083335535458603,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6DC0>,269.329,3.275700000000003,0,5
CHEMBL176452,C=CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,699.84,6.155001238642457,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6E30>,242.278,1.0813,1,3
CHEMBL29863,CCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,2301.44,5.638000342954921,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6EA0>,260.33699999999993,2.1334,2,3
CHEMBL27591,CCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,30.97,7.509058794643213,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6F10>,286.37500000000006,2.475600000000001,1,3
CHEMBL5414198,CCn1cc(C(c2ccc(Cl)cc2)n2ccnn2)c2cc(Br)ccc21,8689.6,5.061000214551448,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6F80>,415.7220000000001,5.306300000000003,0,2
CHEMBL112021,Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,53.95,7.268008550981071,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B6FF0>,321.81100000000004,4.587800000000002,0,1
CHEMBL111888,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,51.76,7.286005732339356,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7060>,398.27900000000005,5.397000000000003,0,1
CHEMBL5436290,CCN1CCc2cc(Cl)cc(C(Cc3ccc(F)cc3)n3ccnc3)c21,62.95,7.201004265556119,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B70D0>,369.87100000000004,4.890100000000004,0,2
CHEMBL5407480,CCn1ccc2cccc(C(Cc3cccc(Cl)c3)n3ccnc3)c21,169.82,6.770011163455189,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7140>,349.86500000000007,5.343200000000004,0,1
CHEMBL5393912,Clc1ccccc1Cn1cc(Cn2ccnn2)c2ccccc21,172.98,6.762004107228148,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B71B0>,322.79900000000004,3.982800000000002,0,2
CHEMBL5426878,Fc1ccc(CC(c2cn(Cc3ccc(F)cc3)c3ccc(Br)cc23)n2ccnn2)cc1,7095.78,5.148999857982862,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7220>,493.3550000000001,6.153900000000005,0,2
CHEMBL5408823,N#Cc1ccc(CC(c2ccc3cc[nH]c3c2)n2ccnc2)cc1,11.51,7.938924676370208,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7290>,312.37600000000003,4.068180000000002,1,2
CHEMBL5400406,N#Cc1ccc(CC(c2ccc3cc[nH]c3c2)n2ccnn2)cc1,93.76,7.027982401325985,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7300>,313.36400000000003,3.4631800000000013,1,3
CHEMBL5428001,CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Cl)ccc21,149.97,6.823995608527747,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7370>,367.8550000000001,5.482300000000003,0,1
CHEMBL5400347,O=C1c2ccccc2CCC1CCc1ccncc1,4698.94,5.328000100377192,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B73E0>,251.32899999999998,3.459500000000002,0,2
CHEMBL92488,O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,690.24,6.160999876577549,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7450>,251.28499999999997,2.9997000000000016,1,3
CHEMBL93666,COc1ccc2c(c1)C(=O)C(Cc1ccncc1)CC2,7906.79,5.10199979567225,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B74C0>,267.32800000000003,3.078000000000002,0,3
CHEMBL23334,COc1cccc2c1C/C(=C/c1ccncc1)C2=O,23014.42,4.637999965544002,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7530>,251.285,2.912600000000001,0,3
CHEMBL283782,COc1cccc2c1CC(Cc1ccncc1)C2=O,13995.87,4.854000100094879,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B75A0>,253.301,2.687900000000001,0,3
CHEMBL24279,O=C1c2ccc(O)cc2CC1Cc1ccncc1,9289.66,5.032000180820781,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7610>,239.27399999999997,2.3849,1,3
CHEMBL24233,c1ccc2c(c1)CCC(Cc1ccncc1)C2,1199.5,5.9209997476961505,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7680>,223.319,3.4292000000000016,0,1
CHEMBL23148,COc1cccc2c1CCC(Cc1ccncc1)C2,590.2,6.229000794836059,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B76F0>,253.34499999999997,3.437800000000002,0,2
CHEMBL66673,COc1cccc2c1CCC1C(c3ccncc3)C21,3349.65,5.475000569383954,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7760>,251.329,3.5336000000000016,0,2
CHEMBL5405156,Cc1c(Cn2ccnc2)ccc2ccc(F)cc12,510.5,6.292004253577071,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B77D0>,240.28099999999998,3.5321200000000026,0,1
CHEMBL5413419,COc1ccc2cc(Cn3ccnc3)ccc2c1,1698.24,5.770000934050708,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7840>,238.29000000000002,3.0932000000000013,0,2
CHEMBL5402619,N#Cc1ccc(N(CCSCc2ccc(O)cc2)n2cnnc2)cc1,0.6501,9.18701983396052,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B78B0>,351.435,3.0584800000000003,1,6
CHEMBL5406968,CC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1,1321.3,5.87899856501036,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7920>,287.403,3.799000000000003,0,3
CHEMBL3622058,N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,0.5105,9.29200425357707,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7990>,430.5150000000001,2.1841800000000005,1,8
CHEMBL3622059,N#Cc1ccc(N(CCCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,0.7295,9.13697470377053,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7A00>,458.56900000000013,2.964380000000001,1,8
CHEMBL5434606,N#Cc1ccc(N(CCn2ccc3cc(O)ccc32)n2cnnc2)cc1,3.199,8.494985759915894,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7A70>,344.37800000000004,2.77998,1,5
CHEMBL5404624,N#Cc1ccc(N(CCc2c(F)cc(OS(N)(=O)=O)cc2F)n2cnnc2)cc1,3.999,8.398048595866479,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7AE0>,420.40100000000007,1.52268,1,7
CHEMBL5398185,COc1ccc2c(c1)OC(c1ccccc1OC)CC2=O,6606.93,5.180000294489514,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7B50>,284.31100000000004,3.410300000000002,0,4
CHEMBL1933699,COCO[C@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1,79.43,7.100015437450609,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7BC0>,323.396,3.423700000000002,0,4
CHEMBL460026,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,137.6,6.8613815661005075,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7C30>,302.458,5.9927000000000055,1,1
CHEMBL572637,Cc1nc2c(cc1C#N)C(Nc1ccc(Cl)cc1)Oc1ccc([N+](=O)[O-])cc1-2,21.4,7.669586226650809,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7CA0>,392.8020000000002,4.993400000000003,1,6
CHEMBL5270764,CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,500.03,6.301003938776766,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7D10>,330.46800000000013,4.102400000000004,0,3
CHEMBL3752208,C[C@]12C=CC(=O)C=C1C=C(c1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2218.2,5.6539992990432495,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7D80>,358.4810000000002,5.166800000000005,0,2
CHEMBL5281207,COc1ccc([C@H]2NN=C3[C@@H]2C[C@H]2[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]32C)cc1,6823.39,5.1659998053275356,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7DF0>,422.6130000000002,5.325200000000006,2,4
CHEMBL5281249,C[C@]12CCC(=O)C=C1[C@H](Oc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,23014.42,4.637999965544002,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7E60>,378.5120000000003,5.144900000000005,0,3
CHEMBL5268850,CCOC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,749.89,6.125002437803848,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7ED0>,328.4520000000001,4.227600000000004,0,3
CHEMBL5272564,CC(=O)N1N=C2[C@H](C[C@H]3[C@@H]4CC[C@H]5CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,4909.08,5.308999890435177,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B7F40>,432.6080000000002,5.783700000000007,0,3
CHEMBL2430197,Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,3200.0,5.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8040>,262.28999999999996,2.488020000000001,3,5
CHEMBL40432,C[C@]12CCC(=O)C(SCCl)=C1CCC1C2CC[C@]2(C)C(=O)CCC12,10.2,7.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B80B0>,366.9540000000002,5.344600000000005,0,3
CHEMBL66775,C[C@]12C[C@@H](S)C(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,3100.0,5.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8120>,318.4820000000001,3.995700000000003,1,3
CHEMBL66775,C[C@]12C[C@@H](S)C(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,0.002,11.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8190>,318.4820000000001,3.995700000000003,1,3
CHEMBL155428,CCCCCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,4.0,8.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8200>,388.61700000000025,6.338500000000007,0,3
CHEMBL357775,CN1C(=O)CC(c2ccc(N)cc2)C1=O,1750.0,5.756961951313706,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8270>,204.22899999999998,0.7411,1,3
CHEMBL357775,CN1C(=O)CC(c2ccc(N)cc2)C1=O,10040.0,4.998266287190999,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B82E0>,204.22899999999998,0.7411,1,3
CHEMBL226999,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,0.4,9.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8350>,359.311,3.3440800000000017,1,5
CHEMBL226843,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,7.6,8.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B83C0>,360.204,3.632080000000002,1,5
CHEMBL353571,CSCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,570.0,6.2441251443275085,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8430>,390.6140000000002,5.431400000000005,0,4
CHEMBL164746,CSCCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,10000.0,5.0,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B84A0>,358.5470000000002,5.130800000000005,0,3
CHEMBL226234,COc1cc2c(cc1C(C)C)C=C[C@@H]1C(C)(C)CCC[C@]21C,16.2,7.790484985457369,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8510>,298.4700000000001,5.929400000000006,0,1
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,89.3,7.049148541111453,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8580>,285.31,2.65916,0,4
CHEMBL3245349,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,212.0,6.673664139071248,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B85F0>,394.5800000000003,5.858200000000005,0,3
CHEMBL3244831,C[C@@]12C(=CC(=O)C[C@@H]1SCc1ccccc1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,20.8,7.681936665037238,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8660>,408.6070000000003,5.999300000000006,0,3
CHEMBL3245353,C[C@]12CCC(=O)C=C1C[C@@H](SCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,75.7,7.120904120499927,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B86D0>,422.6340000000003,6.0418000000000065,0,3
CHEMBL3245356,COc1ccc(CS[C@@H]2CC3=CC(=O)CC[C@]3(C)[C@H]3CC[C@]4(C)C(=O)CC[C@H]4[C@H]23)cc1,31.0,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8740>,438.63300000000027,6.0079000000000065,0,4
CHEMBL4215655,C(=N/OCc1ccccc1)\c1c(-c2ccccc2)[nH]c2ccccc12,23.25,7.633577042774027,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B87B0>,326.39900000000006,5.385600000000004,1,2
CHEMBL4216602,Cc1ccccc1-c1cc2ccccc2[nH]1,27.06,7.567672207738396,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8820>,207.276,4.143320000000003,1,0
CHEMBL4207905,Cn1c(-c2ccc(Cl)c(Cl)c2)cc2ccccc21,20.0,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8890>,276.166,5.1521000000000035,0,0
CHEMBL1568555,Clc1ccc(-c2cc3ccccc3[nH]2)cc1,15.78,7.801893001126598,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8900>,227.69400000000002,4.488300000000002,1,0
CHEMBL4213427,Nc1cccc(-c2cc3ccccc3[nH]2)c1,26.74,7.572838597074035,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8970>,208.26400000000004,3.4171000000000014,2,1
CHEMBL1424243,Clc1ccc2[nH]c(-c3ccccc3)cc2c1,70.53,7.1516261161553984,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B89E0>,227.69400000000002,4.488300000000002,1,0
CHEMBL4208362,O=[N+]([O-])c1ccc2[nH]c(-c3cccnc3)cc2c1,27.9,7.554395796726403,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8A50>,239.234,3.1381000000000006,1,3
CHEMBL4209034,c1cncc(-c2cc3ccccc3[nH]2)c1,3050.0,5.515700160653214,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8AC0>,194.237,3.2299000000000007,1,1
CHEMBL3287186,CC(=O)N1CCc2cc(-c3cncc(C(C)O)c3)ccc21,7.0,8.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8B30>,282.343,2.7109000000000005,1,3
CHEMBL3794430,O=c1c(Cc2ccncc2)coc2ccccc12,6100.0,5.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8BA0>,237.258,2.7788000000000013,0,3
CHEMBL3794417,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12,10000.0,5.0,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8C10>,255.248,2.9179000000000013,0,3
CHEMBL3326515,CCOC(=O)c1nnn(Cc2ccccc2)c1-c1ccccc1,1410.0,5.85078088734462,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8C80>,307.353,3.1701000000000015,0,4
CHEMBL3326516,CCOC(=O)c1nnn(Cc2ccccc2)c1-c1ccc(Br)cc1,630.96,6.199998172182031,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8CF0>,386.249,3.9326000000000034,0,4
CHEMBL2331704,COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,11160.0,4.95233580539844,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8D60>,334.423,3.617820000000002,0,4
CHEMBL29864,CCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,11000.0,4.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8DD0>,246.30999999999997,1.7432999999999998,2,3
CHEMBL294878,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,2.0,8.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8E40>,254.24099999999999,2.871200000000001,2,4
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.9,8.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8EB0>,272.25600000000003,2.5099000000000014,3,5
CHEMBL424960,Fc1ccc2c(c1)CC/C2=C\c1ccncc1,1550.0,5.809668301829708,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8F20>,225.26600000000002,3.707500000000003,0,1
CHEMBL371275,Fc1ccc2c(c1)CC/C2=C/c1ccnc2ccccc12,36000.0,4.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B8F90>,275.326,4.860700000000004,0,1
CHEMBL26093,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]43C3CO3)C1CCC2=O,7.0,8.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9000>,314.42500000000007,3.466300000000002,0,3
CHEMBL4228031,Cn1c(-c2csc(-c3ncccn3)n2)nc2ccccc21,1984.4,5.702370781635852,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9070>,293.355,3.1538000000000004,0,5
CHEMBL3245357,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,83.1,7.080398976215889,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B90E0>,409.5950000000003,5.440400000000005,1,4
CHEMBL1783176,c1ccc(C2CC(n3ccnc3)c3ccc4ccccc4c3O2)cc1,120.0,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9150>,326.3990000000001,5.149500000000004,0,2
CHEMBL421829,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,89.0,7.050609993355087,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B91C0>,355.19100000000003,3.953500000000002,0,3
CHEMBL25588,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,5.6,8.2518119729938,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9230>,300.442,4.333400000000004,0,2
CHEMBL24387,CC(C)[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,1100.0,5.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B92A0>,328.4960000000001,4.969500000000005,0,2
CHEMBL3979283,N=C(N)NS(=O)(=O)c1ccc(N/C=C\C(=O)c2cc3ccccc3oc2=O)cc1,30.0,7.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9310>,412.42700000000013,1.7732699999999997,4,7
CHEMBL3941042,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1cc2ccccc2oc1=O,65.0,7.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B9380>,447.47200000000015,3.7973000000000017,2,7
CHEMBL3926174,COc1ncnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)c1OC,69.0,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x000002235F1B93F0>,508.5120000000003,3.209500000000002,2,10
